complaint_id,customer_id,complaint_date,category,description,status,resolution,priority
CMP07014,CUS-00510,2025-04-09,billing_error,Barang yang diterima berbeda dengan yang dipesan.,resolved,Sudah diganti,medium
CMP07015,CUS-09480,2025-01-13,promo_issue,Barang yang diterima berbeda dengan yang dipesan.,closed,Menunggu respon seller,high
CMP07016,CUS-00499,2025-04-11,customer_service,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",closed,Sudah diganti,low
CMP07017,CUS-00390,2025-06-16,customer_service,Notifikasi pesanan tidak masuk ke email.,closed,Menunggu respon seller,high
CMP07018,CUS-08614,2025-04-04,packaging,Customer service lama merespon.,in_progress,,medium
CMP07019,CUS-00264,2025-05-18,wrong_item,Kode promo tidak bisa digunakan padahal masih berlaku.,closed,,high
CMP07020,CUS-07910,2025-05-28,wrong_item,Aplikasi sering error saat checkout.,resolved,Escalated,medium
CMP07021,CUS-09202,2025-03-31,app_bug,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",closed,,low
CMP07022,CUS-07170,2025-05-01,app_bug,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,Refund diproses,medium
CMP07023,CUS-05645,2025-05-31,billing_error,"Packaging rusak, produk penyok.",resolved,,low
CMP07024,CUS-06872,2025-04-04,product_quality,Aplikasi sering error saat checkout.,closed,,medium
CMP07025,CUS-09180,2025-01-25,account_security,Notifikasi pesanan tidak masuk ke email.,closed,,medium
CMP07026,CUS-02587,2025-04-02,billing_error,Refund belum masuk setelah 2 minggu.,resolved,,low
CMP07027,CUS-04937,2025-01-10,promo_issue,Aplikasi sering error saat checkout.,in_progress,,medium
CMP07028,CUS-02402,2025-02-13,packaging,Harga di aplikasi berbeda dengan yang di website.,resolved,,high
CMP07029,CUS-10886,2025-05-18,wrong_item,Harga di aplikasi berbeda dengan yang di website.,open,,low
CMP07030,CUS-06036,2025-06-24,account_security,Produk yang diterima tidak sesuai dengan foto di website.,resolved,Refund diproses,medium
CMP07031,CUS-09816,2025-01-13,refund_delay,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",open,,low
CMP07032,CUS-00061,2025-03-24,packaging,Harga di aplikasi berbeda dengan yang di website.,closed,Menunggu respon seller,medium
CMP07033,CUS-08299,2025-05-19,refund_delay,Kode promo tidak bisa digunakan padahal masih berlaku.,resolved,,medium
CMP07034,CUS-04179,2025-05-15,account_security,Barang yang diterima berbeda dengan yang dipesan.,in_progress,,low
CMP07035,CUS-06785,2025-02-22,promo_issue,Harga di aplikasi berbeda dengan yang di website.,resolved,Sudah diganti,high
CMP07036,CUS-10702,2025-05-09,product_quality,Refund belum masuk setelah 2 minggu.,open,,high
CMP07037,CUS-06532,2025-03-27,app_bug,Barang yang diterima berbeda dengan yang dipesan.,closed,Sudah diganti,medium
CMP07038,CUS-06480,2025-01-05,app_bug,Notifikasi pesanan tidak masuk ke email.,open,,medium
CMP07039,CUS-06795,2025-01-21,packaging,Barang yang diterima berbeda dengan yang dipesan.,closed,,high
CMP07040,CUS-07847,2025-03-23,packaging,Refund belum masuk setelah 2 minggu.,resolved,Sudah diganti,low
CMP07041,CUS-00787,2025-04-26,promo_issue,Refund belum masuk setelah 2 minggu.,resolved,Menunggu respon seller,low
CMP07042,CUS-10205,2025-02-08,app_bug,Kode promo tidak bisa digunakan padahal masih berlaku.,closed,Escalated,low
CMP07043,CUS-01037,2025-05-28,packaging,Harga di aplikasi berbeda dengan yang di website.,closed,Refund diproses,high
CMP07044,CUS-10214,2025-06-11,customer_service,Kode promo tidak bisa digunakan padahal masih berlaku.,resolved,Escalated,low
CMP07045,CUS-05468,2025-04-01,promo_issue,Kode promo tidak bisa digunakan padahal masih berlaku.,resolved,Sudah diganti,medium
CMP07046,CUS-11351,2025-03-01,promo_issue,Harga di aplikasi berbeda dengan yang di website.,closed,Escalated,low
CMP07047,CUS-11120,2025-03-09,app_bug,"Packaging rusak, produk penyok.",closed,Sudah diganti,medium
CMP07048,CUS-00655,2025-06-18,delivery_issue,Refund belum masuk setelah 2 minggu.,resolved,,high
CMP07049,CUS-07745,2025-03-24,delivery_issue,Barang yang diterima berbeda dengan yang dipesan.,closed,Escalated,low
CMP07050,CUS-08365,2025-05-26,promo_issue,"Packaging rusak, produk penyok.",resolved,Refund diproses,low
CMP07051,CUS-03722,2025-05-05,refund_delay,Harga di aplikasi berbeda dengan yang di website.,closed,Refund diproses,high
CMP07052,CUS-03254,2025-01-01,wrong_item,Barang yang diterima berbeda dengan yang dipesan.,resolved,,low
CMP07053,CUS-11051,2025-03-08,packaging,Barang yang diterima berbeda dengan yang dipesan.,in_progress,,medium
CMP07054,CUS-10952,2025-06-16,app_bug,Produk yang diterima tidak sesuai dengan foto di website.,in_progress,,high
CMP07055,CUS-06143,2025-02-14,billing_error,Notifikasi pesanan tidak masuk ke email.,closed,Menunggu respon seller,low
CMP07056,CUS-02884,2025-02-24,delivery_issue,Harga di aplikasi berbeda dengan yang di website.,resolved,Menunggu respon seller,low
CMP07057,CUS-00400,2025-01-25,billing_error,Refund belum masuk setelah 2 minggu.,open,,low
CMP07058,CUS-03253,2025-04-22,app_bug,"Packaging rusak, produk penyok.",resolved,Sudah diganti,high
CMP07059,CUS-10756,2025-05-26,product_quality,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",closed,,low
CMP07060,CUS-03086,2025-01-04,packaging,"Packaging rusak, produk penyok.",closed,,medium
CMP07061,CUS-09629,2025-04-08,wrong_item,Customer service lama merespon.,resolved,Menunggu respon seller,medium
CMP07062,CUS-09291,2025-03-29,app_bug,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",closed,Escalated,high
CMP07063,CUS-00469,2025-01-20,refund_delay,Customer service lama merespon.,resolved,,high
CMP07064,CUS-11057,2025-01-28,wrong_item,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",closed,,low
CMP07065,CUS-09018,2025-02-24,refund_delay,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",open,,high
CMP07066,CUS-05567,2025-06-05,wrong_item,Notifikasi pesanan tidak masuk ke email.,resolved,Menunggu respon seller,high
CMP07067,CUS-00093,2025-02-16,product_quality,Customer service lama merespon.,closed,Escalated,medium
CMP07068,CUS-10771,2025-06-19,wrong_item,Aplikasi sering error saat checkout.,resolved,Refund diproses,medium
CMP07069,CUS-02201,2025-02-21,refund_delay,Harga di aplikasi berbeda dengan yang di website.,resolved,Menunggu respon seller,medium
CMP07070,CUS-03473,2025-01-06,refund_delay,"Packaging rusak, produk penyok.",closed,Menunggu respon seller,high
CMP07071,CUS-10190,2025-01-19,packaging,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",in_progress,,low
CMP07072,CUS-01721,2025-01-08,promo_issue,Aplikasi sering error saat checkout.,open,,medium
CMP07073,CUS-07025,2025-01-20,account_security,Notifikasi pesanan tidak masuk ke email.,in_progress,,medium
CMP07074,CUS-03610,2025-04-28,billing_error,Notifikasi pesanan tidak masuk ke email.,closed,Refund diproses,high
CMP07075,CUS-07147,2025-03-15,packaging,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",closed,Sudah diganti,low
CMP07076,CUS-10647,2025-06-08,product_quality,Kode promo tidak bisa digunakan padahal masih berlaku.,resolved,Sudah diganti,medium
CMP07077,CUS-04402,2025-03-30,refund_delay,Harga di aplikasi berbeda dengan yang di website.,resolved,Refund diproses,high
CMP07078,CUS-07085,2025-03-09,delivery_issue,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,Refund diproses,high
CMP07079,CUS-04350,2025-02-19,promo_issue,"Packaging rusak, produk penyok.",resolved,Sudah diganti,low
CMP07080,CUS-04148,2025-06-28,billing_error,Kode promo tidak bisa digunakan padahal masih berlaku.,closed,,high
CMP07081,CUS-07067,2025-01-15,packaging,Harga di aplikasi berbeda dengan yang di website.,closed,,low
CMP07082,CUS-04417,2025-05-27,delivery_issue,Barang yang diterima berbeda dengan yang dipesan.,closed,,medium
CMP07083,CUS-04899,2025-02-06,billing_error,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,Menunggu respon seller,medium
CMP07084,CUS-02472,2025-02-04,billing_error,Notifikasi pesanan tidak masuk ke email.,open,,high
CMP07085,CUS-08293,2025-04-07,packaging,Refund belum masuk setelah 2 minggu.,resolved,Menunggu respon seller,medium
CMP07086,CUS-03048,2025-06-16,refund_delay,Barang yang diterima berbeda dengan yang dipesan.,resolved,Sudah diganti,medium
CMP07087,CUS-04450,2025-04-06,app_bug,Kode promo tidak bisa digunakan padahal masih berlaku.,resolved,Escalated,high
CMP07088,CUS-06478,2025-01-26,account_security,Notifikasi pesanan tidak masuk ke email.,resolved,,medium
CMP07089,CUS-03218,2025-01-29,billing_error,Barang yang diterima berbeda dengan yang dipesan.,resolved,Menunggu respon seller,high
CMP07090,CUS-02052,2025-05-11,delivery_issue,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,,high
CMP07091,CUS-07782,2025-06-06,billing_error,Kode promo tidak bisa digunakan padahal masih berlaku.,resolved,Escalated,medium
CMP07092,CUS-09478,2025-03-13,wrong_item,"Packaging rusak, produk penyok.",resolved,,high
CMP07093,CUS-04866,2025-03-16,packaging,Produk yang diterima tidak sesuai dengan foto di website.,resolved,Escalated,low
CMP07094,CUS-08795,2025-03-09,delivery_issue,"Packaging rusak, produk penyok.",resolved,Menunggu respon seller,medium
CMP07095,CUS-11887,2025-01-26,delivery_issue,Customer service lama merespon.,closed,,high
CMP07096,CUS-07794,2025-06-08,promo_issue,Refund belum masuk setelah 2 minggu.,resolved,Escalated,low
CMP07097,CUS-07652,2025-01-15,customer_service,Produk yang diterima tidak sesuai dengan foto di website.,resolved,Refund diproses,medium
CMP07098,CUS-01584,2025-03-27,app_bug,"Packaging rusak, produk penyok.",closed,Refund diproses,medium
CMP07099,CUS-02117,2025-01-18,customer_service,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",closed,Menunggu respon seller,medium
CMP07100,CUS-09526,2025-06-30,delivery_issue,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",closed,,high
CMP07101,CUS-05213,2025-03-10,packaging,Kode promo tidak bisa digunakan padahal masih berlaku.,closed,,medium
CMP07102,CUS-08360,2025-05-31,customer_service,Produk yang diterima tidak sesuai dengan foto di website.,in_progress,,low
CMP07103,CUS-07426,2025-06-04,packaging,Produk yang diterima tidak sesuai dengan foto di website.,closed,,low
CMP07104,CUS-07499,2025-04-17,app_bug,Refund belum masuk setelah 2 minggu.,resolved,Menunggu respon seller,high
CMP07105,CUS-02566,2025-06-10,product_quality,Notifikasi pesanan tidak masuk ke email.,closed,Refund diproses,high
CMP07106,CUS-02575,2025-04-11,product_quality,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",closed,Refund diproses,high
CMP07107,CUS-08586,2025-03-24,account_security,Refund belum masuk setelah 2 minggu.,in_progress,,medium
CMP07108,CUS-11987,2025-05-25,refund_delay,Refund belum masuk setelah 2 minggu.,closed,Escalated,high
CMP07109,CUS-10696,2025-05-01,account_security,Produk yang diterima tidak sesuai dengan foto di website.,in_progress,,high
CMP07110,CUS-03912,2025-04-24,customer_service,Refund belum masuk setelah 2 minggu.,resolved,,low
CMP07111,CUS-08268,2025-06-28,promo_issue,Aplikasi sering error saat checkout.,in_progress,,low
CMP07112,CUS-02156,2025-06-19,account_security,Barang yang diterima berbeda dengan yang dipesan.,resolved,Sudah diganti,high
CMP07113,CUS-11917,2025-04-02,billing_error,Customer service lama merespon.,open,,high
CMP07114,CUS-07687,2025-05-01,wrong_item,Produk yang diterima tidak sesuai dengan foto di website.,closed,Escalated,medium
CMP07115,CUS-00404,2025-04-23,customer_service,Refund belum masuk setelah 2 minggu.,resolved,Refund diproses,high
CMP07116,CUS-10795,2025-03-03,refund_delay,Refund belum masuk setelah 2 minggu.,resolved,Escalated,high
CMP07117,CUS-00303,2025-02-25,customer_service,Customer service lama merespon.,closed,Refund diproses,low
CMP07118,CUS-10404,2025-04-15,account_security,Barang yang diterima berbeda dengan yang dipesan.,resolved,Refund diproses,high
CMP07119,CUS-10176,2025-02-14,promo_issue,Notifikasi pesanan tidak masuk ke email.,closed,Menunggu respon seller,high
CMP07120,CUS-10610,2025-05-20,packaging,"Packaging rusak, produk penyok.",resolved,,medium
CMP07121,CUS-05853,2025-04-11,delivery_issue,Aplikasi sering error saat checkout.,closed,Sudah diganti,low
CMP07122,CUS-08834,2025-02-18,wrong_item,Refund belum masuk setelah 2 minggu.,closed,,high
CMP07123,CUS-02196,2025-02-23,account_security,Customer service lama merespon.,resolved,Menunggu respon seller,low
CMP07124,CUS-07740,2025-02-26,customer_service,Harga di aplikasi berbeda dengan yang di website.,closed,Escalated,medium
CMP07125,CUS-04722,2025-04-27,billing_error,Aplikasi sering error saat checkout.,closed,Sudah diganti,medium
CMP07126,CUS-04740,2025-05-21,delivery_issue,Refund belum masuk setelah 2 minggu.,resolved,Sudah diganti,low
CMP07127,CUS-05220,2025-06-11,refund_delay,Notifikasi pesanan tidak masuk ke email.,closed,Escalated,low
CMP07128,CUS-04712,2025-03-02,delivery_issue,Aplikasi sering error saat checkout.,open,,high
CMP07129,CUS-10673,2025-03-03,account_security,Produk yang diterima tidak sesuai dengan foto di website.,closed,,high
CMP07130,CUS-09727,2025-05-04,account_security,Refund belum masuk setelah 2 minggu.,closed,Refund diproses,low
CMP07131,CUS-00316,2025-04-15,delivery_issue,Customer service lama merespon.,resolved,Menunggu respon seller,high
CMP07132,CUS-02912,2025-02-19,packaging,Kode promo tidak bisa digunakan padahal masih berlaku.,closed,,high
CMP07133,CUS-06976,2025-02-01,wrong_item,Harga di aplikasi berbeda dengan yang di website.,resolved,Escalated,medium
CMP07134,CUS-07418,2025-03-06,billing_error,Barang yang diterima berbeda dengan yang dipesan.,resolved,Menunggu respon seller,low
CMP07135,CUS-00407,2025-02-17,app_bug,Refund belum masuk setelah 2 minggu.,closed,,medium
CMP07136,CUS-03224,2025-01-23,app_bug,Aplikasi sering error saat checkout.,resolved,Sudah diganti,medium
CMP07137,CUS-00929,2025-04-27,customer_service,"Packaging rusak, produk penyok.",open,,high
CMP07138,CUS-04948,2025-03-24,customer_service,"Packaging rusak, produk penyok.",resolved,Escalated,low
CMP07139,CUS-04257,2025-06-16,billing_error,Kode promo tidak bisa digunakan padahal masih berlaku.,resolved,Menunggu respon seller,medium
CMP07140,CUS-06386,2025-02-10,customer_service,Customer service lama merespon.,resolved,Menunggu respon seller,low
CMP07141,CUS-06148,2025-02-13,billing_error,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",open,,low
CMP07142,CUS-09094,2025-01-31,product_quality,Customer service lama merespon.,open,,low
CMP07143,CUS-06872,2025-02-26,delivery_issue,Harga di aplikasi berbeda dengan yang di website.,resolved,,high
CMP07144,CUS-06834,2025-02-17,refund_delay,Refund belum masuk setelah 2 minggu.,in_progress,,medium
CMP07145,CUS-06429,2025-06-29,app_bug,Notifikasi pesanan tidak masuk ke email.,open,,medium
CMP07146,CUS-04252,2025-01-09,delivery_issue,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,Sudah diganti,high
CMP07147,CUS-00701,2025-05-30,refund_delay,Produk yang diterima tidak sesuai dengan foto di website.,resolved,Sudah diganti,medium
CMP07148,CUS-02931,2025-06-05,wrong_item,Produk yang diterima tidak sesuai dengan foto di website.,resolved,,low
CMP07149,CUS-07657,2025-02-24,customer_service,Produk yang diterima tidak sesuai dengan foto di website.,resolved,Refund diproses,medium
CMP07150,CUS-08021,2025-02-21,delivery_issue,Produk yang diterima tidak sesuai dengan foto di website.,closed,Refund diproses,medium
CMP07151,CUS-00649,2025-06-29,customer_service,Barang yang diterima berbeda dengan yang dipesan.,resolved,Escalated,low
CMP07152,CUS-00218,2025-04-06,packaging,Notifikasi pesanan tidak masuk ke email.,resolved,Refund diproses,high
CMP07153,CUS-07028,2025-06-28,billing_error,Produk yang diterima tidak sesuai dengan foto di website.,resolved,Escalated,high
CMP07154,CUS-07706,2025-03-04,packaging,Customer service lama merespon.,closed,,medium
CMP07155,CUS-11121,2025-05-02,delivery_issue,Customer service lama merespon.,resolved,Sudah diganti,high
CMP07156,CUS-10113,2025-06-17,delivery_issue,Kode promo tidak bisa digunakan padahal masih berlaku.,closed,,high
CMP07157,CUS-04996,2025-03-14,customer_service,Produk yang diterima tidak sesuai dengan foto di website.,resolved,Sudah diganti,medium
CMP07158,CUS-05756,2025-02-13,account_security,Harga di aplikasi berbeda dengan yang di website.,closed,,high
CMP07159,CUS-03286,2025-04-01,billing_error,Aplikasi sering error saat checkout.,closed,Menunggu respon seller,medium
CMP07160,CUS-05523,2025-03-15,refund_delay,"Packaging rusak, produk penyok.",resolved,Refund diproses,high
CMP07161,CUS-05584,2025-05-30,app_bug,Customer service lama merespon.,resolved,Refund diproses,high
CMP07162,CUS-09966,2025-06-13,delivery_issue,Produk yang diterima tidak sesuai dengan foto di website.,closed,Menunggu respon seller,medium
CMP07163,CUS-05872,2025-02-07,delivery_issue,Harga di aplikasi berbeda dengan yang di website.,closed,Sudah diganti,medium
CMP07164,CUS-08965,2025-03-26,promo_issue,Barang yang diterima berbeda dengan yang dipesan.,open,,medium
CMP07165,CUS-05608,2025-03-21,promo_issue,Harga di aplikasi berbeda dengan yang di website.,resolved,,low
CMP07166,CUS-10483,2025-04-25,delivery_issue,Notifikasi pesanan tidak masuk ke email.,in_progress,,low
CMP07167,CUS-07686,2025-04-12,delivery_issue,Harga di aplikasi berbeda dengan yang di website.,in_progress,,low
CMP07168,CUS-00468,2025-01-08,wrong_item,"Packaging rusak, produk penyok.",closed,Sudah diganti,high
CMP07169,CUS-07998,2025-05-09,billing_error,Harga di aplikasi berbeda dengan yang di website.,closed,,high
CMP07170,CUS-06403,2025-05-18,billing_error,Barang yang diterima berbeda dengan yang dipesan.,closed,Menunggu respon seller,medium
CMP07171,CUS-07213,2025-01-10,refund_delay,"Packaging rusak, produk penyok.",resolved,,low
CMP07172,CUS-10026,2025-03-11,wrong_item,Kode promo tidak bisa digunakan padahal masih berlaku.,resolved,Menunggu respon seller,low
CMP07173,CUS-02487,2025-05-09,customer_service,"Packaging rusak, produk penyok.",in_progress,,medium
CMP07174,CUS-03436,2025-05-31,customer_service,Aplikasi sering error saat checkout.,closed,Menunggu respon seller,low
CMP07175,CUS-03130,2025-01-08,delivery_issue,Harga di aplikasi berbeda dengan yang di website.,in_progress,,low
CMP07176,CUS-04199,2025-04-12,packaging,Notifikasi pesanan tidak masuk ke email.,closed,,medium
CMP07177,CUS-07681,2025-05-29,billing_error,Kode promo tidak bisa digunakan padahal masih berlaku.,in_progress,,low
CMP07178,CUS-01128,2025-01-23,refund_delay,Aplikasi sering error saat checkout.,closed,Sudah diganti,high
CMP07179,CUS-06882,2025-04-25,account_security,Notifikasi pesanan tidak masuk ke email.,in_progress,,low
CMP07180,CUS-10174,2025-01-06,account_security,Harga di aplikasi berbeda dengan yang di website.,closed,,low
CMP07181,CUS-08477,2025-03-25,app_bug,Customer service lama merespon.,resolved,Sudah diganti,medium
CMP07182,CUS-04234,2025-02-08,app_bug,Notifikasi pesanan tidak masuk ke email.,closed,,high
CMP07183,CUS-03099,2025-06-09,promo_issue,Refund belum masuk setelah 2 minggu.,in_progress,,medium
CMP07184,CUS-06034,2025-03-28,promo_issue,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",open,,medium
CMP07185,CUS-06918,2025-05-04,product_quality,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,Menunggu respon seller,low
CMP07186,CUS-03663,2025-03-04,account_security,Barang yang diterima berbeda dengan yang dipesan.,in_progress,,high
CMP07187,CUS-05660,2025-03-07,promo_issue,Refund belum masuk setelah 2 minggu.,resolved,,medium
CMP07188,CUS-07128,2025-02-06,promo_issue,Notifikasi pesanan tidak masuk ke email.,resolved,,medium
CMP07189,CUS-00895,2025-05-02,promo_issue,Notifikasi pesanan tidak masuk ke email.,resolved,,high
CMP07190,CUS-11621,2025-06-18,promo_issue,Produk yang diterima tidak sesuai dengan foto di website.,closed,Refund diproses,medium
CMP07191,CUS-04669,2025-04-04,promo_issue,Barang yang diterima berbeda dengan yang dipesan.,resolved,Escalated,medium
CMP07192,CUS-00307,2025-03-07,delivery_issue,Harga di aplikasi berbeda dengan yang di website.,in_progress,,low
CMP07193,CUS-10324,2025-01-01,promo_issue,Kode promo tidak bisa digunakan padahal masih berlaku.,resolved,Sudah diganti,medium
CMP07194,CUS-04317,2025-01-14,promo_issue,Produk yang diterima tidak sesuai dengan foto di website.,resolved,Refund diproses,high
CMP07195,CUS-09193,2025-02-02,packaging,Notifikasi pesanan tidak masuk ke email.,resolved,Escalated,medium
CMP07196,CUS-08629,2025-03-30,promo_issue,Barang yang diterima berbeda dengan yang dipesan.,closed,,medium
CMP07197,CUS-00139,2025-04-05,promo_issue,Harga di aplikasi berbeda dengan yang di website.,resolved,Menunggu respon seller,high
CMP07198,CUS-01588,2025-03-12,customer_service,"Packaging rusak, produk penyok.",in_progress,,medium
CMP07199,CUS-11439,2025-01-24,promo_issue,Produk yang diterima tidak sesuai dengan foto di website.,resolved,,medium
CMP07200,CUS-08831,2025-03-19,wrong_item,Aplikasi sering error saat checkout.,resolved,Escalated,medium
CMP07201,CUS-10264,2025-01-02,billing_error,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,Sudah diganti,medium
CMP07202,CUS-11715,2025-04-27,account_security,Notifikasi pesanan tidak masuk ke email.,closed,Escalated,low
CMP07203,CUS-08635,2025-01-20,customer_service,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",in_progress,,high
CMP07204,CUS-10959,2025-05-17,packaging,Barang yang diterima berbeda dengan yang dipesan.,resolved,Escalated,high
CMP07205,CUS-04737,2025-01-12,account_security,"Packaging rusak, produk penyok.",open,,medium
CMP07206,CUS-05149,2025-06-06,account_security,Customer service lama merespon.,closed,Sudah diganti,high
CMP07207,CUS-01126,2025-03-08,delivery_issue,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",closed,,medium
CMP07208,CUS-03253,2025-01-02,promo_issue,Refund belum masuk setelah 2 minggu.,resolved,Refund diproses,medium
CMP07209,CUS-10275,2025-01-29,delivery_issue,Harga di aplikasi berbeda dengan yang di website.,resolved,Sudah diganti,high
CMP07210,CUS-02869,2025-02-06,billing_error,"Packaging rusak, produk penyok.",resolved,,high
CMP07211,CUS-02492,2025-01-27,account_security,Refund belum masuk setelah 2 minggu.,resolved,Escalated,low
CMP07212,CUS-07324,2025-04-25,refund_delay,Aplikasi sering error saat checkout.,resolved,,high
CMP07213,CUS-06301,2025-04-12,billing_error,Refund belum masuk setelah 2 minggu.,in_progress,,low
CMP07214,CUS-10250,2025-05-06,product_quality,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,Escalated,low
CMP07215,CUS-04525,2025-06-13,customer_service,Aplikasi sering error saat checkout.,resolved,Menunggu respon seller,low
CMP07216,CUS-10840,2025-01-30,refund_delay,"Packaging rusak, produk penyok.",closed,,high
CMP07217,CUS-05220,2025-05-17,product_quality,Barang yang diterima berbeda dengan yang dipesan.,resolved,Menunggu respon seller,low
CMP07218,CUS-01648,2025-06-25,wrong_item,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",in_progress,,high
CMP07219,CUS-08290,2025-06-06,refund_delay,Harga di aplikasi berbeda dengan yang di website.,resolved,Sudah diganti,high
CMP07220,CUS-00459,2025-03-27,delivery_issue,Notifikasi pesanan tidak masuk ke email.,closed,Refund diproses,low
CMP07221,CUS-02955,2025-01-10,refund_delay,Produk yang diterima tidak sesuai dengan foto di website.,in_progress,,low
CMP07222,CUS-08658,2025-02-23,customer_service,Aplikasi sering error saat checkout.,resolved,Sudah diganti,medium
CMP07223,CUS-02423,2025-01-12,app_bug,Notifikasi pesanan tidak masuk ke email.,resolved,,medium
CMP07224,CUS-02488,2025-02-01,wrong_item,Customer service lama merespon.,closed,Escalated,medium
CMP07225,CUS-11840,2025-01-21,refund_delay,Barang yang diterima berbeda dengan yang dipesan.,in_progress,,high
CMP07226,CUS-08620,2025-04-12,app_bug,Customer service lama merespon.,closed,,low
CMP07227,CUS-08706,2025-04-09,product_quality,"Packaging rusak, produk penyok.",open,,medium
CMP07228,CUS-08495,2025-06-17,account_security,Kode promo tidak bisa digunakan padahal masih berlaku.,closed,Refund diproses,low
CMP07229,CUS-11781,2025-05-06,customer_service,Kode promo tidak bisa digunakan padahal masih berlaku.,resolved,,high
CMP07230,CUS-00416,2025-05-13,customer_service,Refund belum masuk setelah 2 minggu.,closed,Refund diproses,medium
CMP07231,CUS-06924,2025-05-09,promo_issue,Aplikasi sering error saat checkout.,in_progress,,low
CMP07232,CUS-10898,2025-01-13,account_security,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",closed,Menunggu respon seller,low
CMP07233,CUS-11064,2025-02-25,account_security,Refund belum masuk setelah 2 minggu.,resolved,,low
CMP07234,CUS-08483,2025-03-04,delivery_issue,Produk yang diterima tidak sesuai dengan foto di website.,resolved,Sudah diganti,high
CMP07235,CUS-04077,2025-03-28,product_quality,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,Menunggu respon seller,medium
CMP07236,CUS-06085,2025-03-27,product_quality,Harga di aplikasi berbeda dengan yang di website.,closed,Sudah diganti,low
CMP07237,CUS-04344,2025-03-08,promo_issue,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",in_progress,,high
CMP07238,CUS-11944,2025-04-11,delivery_issue,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,Refund diproses,medium
CMP07239,CUS-07722,2025-02-11,billing_error,Barang yang diterima berbeda dengan yang dipesan.,closed,Menunggu respon seller,high
CMP07240,CUS-07615,2025-06-06,customer_service,Harga di aplikasi berbeda dengan yang di website.,closed,Escalated,high
CMP07241,CUS-11768,2025-05-07,customer_service,Refund belum masuk setelah 2 minggu.,closed,,high
CMP07242,CUS-05757,2025-04-19,app_bug,Harga di aplikasi berbeda dengan yang di website.,resolved,Escalated,low
CMP07243,CUS-09123,2025-05-09,wrong_item,Refund belum masuk setelah 2 minggu.,closed,Menunggu respon seller,medium
CMP07244,CUS-10367,2025-03-28,billing_error,Produk yang diterima tidak sesuai dengan foto di website.,closed,,high
CMP07245,CUS-05573,2025-01-06,customer_service,Harga di aplikasi berbeda dengan yang di website.,resolved,,high
CMP07246,CUS-05422,2025-02-19,account_security,"Packaging rusak, produk penyok.",in_progress,,high
CMP07247,CUS-03443,2025-02-09,wrong_item,Customer service lama merespon.,in_progress,,high
CMP07248,CUS-03226,2025-04-09,account_security,Kode promo tidak bisa digunakan padahal masih berlaku.,closed,Escalated,medium
CMP07249,CUS-07904,2025-05-21,account_security,Kode promo tidak bisa digunakan padahal masih berlaku.,resolved,Escalated,medium
CMP07250,CUS-09766,2025-01-21,product_quality,Harga di aplikasi berbeda dengan yang di website.,resolved,Refund diproses,low
CMP07251,CUS-02115,2025-02-13,customer_service,Customer service lama merespon.,closed,,low
CMP07252,CUS-07100,2025-02-17,app_bug,Notifikasi pesanan tidak masuk ke email.,resolved,,medium
CMP07253,CUS-07233,2025-06-09,app_bug,Kode promo tidak bisa digunakan padahal masih berlaku.,open,,medium
CMP07254,CUS-01366,2025-02-01,product_quality,Aplikasi sering error saat checkout.,in_progress,,medium
CMP07255,CUS-07222,2025-01-29,customer_service,Aplikasi sering error saat checkout.,closed,,low
CMP07256,CUS-11983,2025-03-10,product_quality,"Packaging rusak, produk penyok.",open,,low
CMP07257,CUS-04204,2025-04-25,app_bug,Refund belum masuk setelah 2 minggu.,resolved,Sudah diganti,low
CMP07258,CUS-01651,2025-04-21,billing_error,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",in_progress,,low
